timestamp,process_name,cpu_usage,memory_usage,disk_usage,process_state,label
2023-01-01 00:00:00,steam.exe,141.8912919702405,47.42396920979989,43.41323955367045,Sleeping,-1.0
2023-01-01 00:00:01,backup.exe,102.45625831768089,16.355443164939977,43.07807955940552,Running,-1.0
2023-01-01 00:00:02,backup.exe,105.81007132781862,5.09307615108785,4.106624610918319,Running,-1.0
2023-01-01 00:00:03,powerpoint.exe,124.95829047761264,3.877759170214973,32.50906980868922,Running,-1.0
2023-01-01 00:00:04,steam.exe,39.032750254252676,21.357866785560763,49.4707647779809,Running,1.0
2023-01-01 00:00:05,unknown_process.exe,147.47473997423884,11.5502860812913,6.844978347816205,Running,-1.0
2023-01-01 00:00:06,excel.exe,122.36488581100386,36.66086474598025,32.066432719039575,Running,-1.0
2023-01-01 00:00:07,explorer.exe,129.39238970241163,49.2056557310453,24.047049382119912,Running,-1.0
2023-01-01 00:00:08,word.exe,96.53693118258285,15.40629193942583,1.6068823289453305,Sleeping,-1.0
2023-01-01 00:00:09,word.exe,101.64135802133403,15.159324891166326,5.932378378171982,Running,-1.0
2023-01-01 00:00:10,unknown_process.exe,130.8856306989972,4.578298445522155,46.973151968727834,Running,-1.0
2023-01-01 00:00:11,chrome.exe,95.55039674834713,33.66884686047917,41.739431003925546,Running,-1.0
2023-01-01 00:00:12,unknown_process.exe,145.2294181832287,0.709732384000844,10.186883465212054,Running,-1.0
2023-01-01 00:00:13,spotify.exe,112.37284682628317,1.9439416504668794,7.155390738633072,Running,-1.0
2023-01-01 00:00:14,word.exe,111.71296989877703,34.04406193973653,19.6079585201532,Running,-1.0
2023-01-01 00:00:15,excel.exe,113.32809919843996,16.534348511583914,45.16977896049187,Running,-1.0
2023-01-01 00:00:16,excel.exe,103.15708613272936,26.756041273639138,12.609677151681048,Stopped,-1.0
2023-01-01 00:00:17,unknown_process.exe,102.0686322557162,32.760473544708894,8.608867647950852,Stopped,-1.0
2023-01-01 00:00:18,vlc.exe,148.5543437778719,29.497134728415535,29.92193878718737,Orphan,-1.0
2023-01-01 00:00:19,unknown_process.exe,141.35009794770824,19.11169754975805,7.201894551393956,Idle,-1.0
2023-01-01 00:00:20,word.exe,124.6871482412572,29.971604594123928,42.57049159209567,Running,-1.0
